index,full_word,pt1,rest
810,न्यायसंगत,न्याय,संगत
811,संयमिता,संयम,िता
812,उपकारिता,उपकारी,ता
813,अस्तित्व,अस्ति,त्व
814,सजीवता,सजीव,ता
815,व्यावहारिकता,व्यावहारिक,ता
816,निराकरण,निरा,करण
817,उन्नतिकारक,उन्नति,कारक
818,अभिनवता,अभिनव,ता
819,सुरभिता,सुरभ,िता
820,रसिकता,रसिक,ता
821,रसमयता,रस,मयता
822,सुगंध,सु,गंध
823,नित्यता,नित,्यता
824,प्रतिभा,प्रतिभ,ा
825,प्रतिभाशाली,प्रतिभा,शाली
826,मनोहरता,मनोहर,ता
827,आकर्षण,आकर्ष,ण
828,आकर्षिता,आकर्ष,िता
829,उत्कर्षणशील,उत्कर्षण,शील
830,अविराम,अवि,राम
831,निरन्तर,निरं,तर
832,अनवरतता,अनवरत,ता
833,नियत,नि,यत
834,अचूकता,अचूक,ता
835,सुखमयता,सुख,मयता
836,दुःखमयता,दुःख,मयता
837,स्वच्छंदता,स्वच्छंद,ता
838,स्वाभाविकता,स्वाभाविक,ता
839,परिष्कृत,परिष्कृ,त
840,अमर्यादित,अमर्याद,ित
841,अविरलता,अविरल,ता
842,अविभाज्य,अवि,भाज्य
843,अद्वितीयता,अद्वितीय,ता
844,निरूपयोग,निरूप,योग
845,समर्पणशीलता,समर्पण,शीलता
846,सकारात्मकता,सकारात्मक,ता
847,रूचिरता,रूचि,रता
848,सुस्पष्ट,सु,स्पष्ट
849,निरालंब,निरा,लंब
850,अपूर्वता,अपूर्व,ता
851,स्फूर्तिमान,स्फूर्ति,मान
852,मनोवृत्ति,मनो,वृत्ति
853,समझदारी,समझ,दारी
854,चतुरता,चतुर,ता
855,तेजस्विता,तेजस्वी,ता
856,निश्चलता,निश्चल,ता
857,बुद्धिपूर्ण,बुद्धि,पूर्ण
858,प्रगल्भता,प्रगल्भ,ता
859,साहस,साह,स
860,दृढनिश्चय,दृढ,निश्चय
861,मौनता,मौन,ता
862,निगम,निग,म
863,निष्कपट,निष्क,पट
864,शीतलता,शीतल,ता
865,उदारचित्त,उदार,चित्त
866,गौरव,गौर,व
867,आनंदोत्सव,आनंद,ोत्सव
868,सुखोत्सव,सुख,ोत्सव
869,नवजीवन,नव,जीवन
870,नवोत्थान,नव,ओत्थान
871,उत्थानशील,उत्थान,शील
872,उत्स्फूर्त,उत्स्फू,र्त
873,प्रभावनशील,प्रभावन,शील
874,स्फूर्तिवान,स्फूर्ति,वान
875,मननशील,मनन,शील
876,समाधान,समाधा,न
877,व्याख्या,व्याख्य,ा
878,समन्वय,समन्व,य
879,व्युत्पत्ति,व्युत्पत्त,ि
880,सद्गुणिता,सद्गुण,िता
881,निष्पादन,निष्पाद,न
882,अंकुरण,अंकुर,ण
883,विकासशीलता,विकास,शीलता
884,प्रगतिशील,प्रगति,शील
885,अनुकूली,अनुकू,ली
886,समानुभूति,समान,ुभूति
887,प्रेमभाव,प्रेम,भाव
888,अदब,अद,ब
889,सद्गुणशील,सद्गुण,शील
890,उत्कर्षिता,उत्कर्ष,िता
891,चिन्तनशील,चिन्तन,शील
892,विवेचन,विवेच,न
893,विमर्शशीलता,विमर्श,शीलता
894,निपुणाचार,निपुण,ाचार
895,उपकारशील,उपकार,शील
896,प्रबुद्धता,प्रबुद्ध,ता
897,तर्कशीलता,तर्क,शीलता
898,न्यायप्रियता,न्याय,प्रियता
899,अतीतवचन,अतीत,वचन
900,आशावादिता,आशावादी,ता
901,सत्यनिष्ठता,सत्यनिष्ठ,ता
902,गुणवानता,गुणवान,ता
903,अविनीत,अवि,नीत
904,उत्साहशीलता,उत्साह,शीलता
905,शौर्यता,शौर्य,ता
906,कुशलगुण,कुशल,गुण
907,तत्परता,तत्पर,ता
908,सुसज्जता,सुसज्ज,ता
909,उत्साहबोध,उत्साह,बोध
910,निराश्रित,निराश्र,ित
911,उत्कर्षवाद,उत्कर्ष,वाद
912,नवोन्मेषशीलता,नवोन्मेष,शीलता
913,नवचेतना,नव,चेतना
914,अतिशयता,अतिशय,ता
915,अनुरागशीलता,अनुराग,शीलता
916,उत्सवपूर्ण,उत्सव,पूर्ण
917,आनंदपूर्ण,आनंद,पूर्ण
918,हर्षमय,हर्ष,मय
919,सुखदायी,सुख,दायी
920,दुःखदायी,दुःख,दायी
921,समर्पणबोध,समर्पण,बोध
922,दक्षता,दक्ष,ता
923,अद्भुतावस्था,अद्भुत,आवस्था
924,उत्कटता,उत्कट,ता
925,उत्कलता,उत्कल,ता
926,सादगी,सादग,ी
927,संतोष,संत,ोष
928,प्रभाविका,प्रभाव,िका
929,शिल्पी,शिल्प,ी
930,कलाकार,कलाक,ार
931,रचनावाद,रचना,वाद
932,वास्तविकता,वास्तविक,ता
933,उत्क्रमण,उत्क्रम,ण
934,संयोजक,संयोज,क
935,विस्तारक,विस्तार,क
936,संक्षेप,संक्षे,प
937,प्रमाण,प्रमा,ण
938,सूक्ष्मता,सूक्ष्म,ता
939,अल्पता,अल्प,ता
940,अधिष्ठान,अधि,ष्ठान
941,संग्राहक,संग्रा,हक
942,पर्यायी,पर्या,यी
943,सुव्यवस्था,सुव्यव,स्था
944,नियामक,निया,मक
945,विकासवाद,विकास,वाद
946,व्यापकता,व्यापक,ता
947,निराधार,निरा,धार
948,मनोवैज्ञानिक,मनो,वैज्ञानिक
949,साक्षात्कार,साक्षा,त्कार
950,अनुभव,अनुभ,व
951,स्मरणशक्ति,स्मरण,शक्ति
952,दिव्यता,दिव्य,ता
953,अनंतता,अनंत,ता
954,प्रभावित,प्रभाव,ित
955,उत्सुकभाव,उत्सुक,भाव
956,सुलभता,सुलभ,ता
957,निर्विवाद,निर्वि,वाद
958,मान्यता,मान,्यता
959,प्रतिभाजन,प्रतिभा,जन
960,संवेदन,संवे,दन
961,नवोदय,नव,ओदय
962,अभिमुख,अभि,मुख
963,सुगम्य,सुगम,्य
964,उद्भाव,उद्भा,व
965,सहज,सह,ज
966,समन्वयशील,समन्वय,शील
967,सुपरिचित,सु,परिचित
968,नवप्रवर्तन,नव,प्रवर्तन
969,विकासोत्कर्ष,विकास,ोत्कर्ष
970,निरूपण,निरूप,ण
971,विश्वसनीयता,विश्वसनीय,ता
972,संगीतप्रियता,संगीतप्रिय,ता
973,अनुभवीपन,अनुभवी,पन
974,उत्साहीपन,उत्साही,पन
975,सामर्थ्यवानता,सामर्थ्यवान,ता
976,सदाचारिता,सदाचार,िता
977,विवेकबुद्धिमत्ता,विवेकबुद्धि,मत्ता
978,सुशोभिता,सुशोभि,ता
979,आकर्षणीयता,आकर्षणीय,ता
980,संतोषजनकता,संतोषजनक,ता
981,व्यवस्थितता,व्यवस्थित,ता
982,शानदारता,शानदार,ता
983,उत्साहवर्धकता,उत्साहवर्धक,ता
984,दृढसंकल्पिता,दृढसंकल्पि,ता
985,अनुग्रहपूर्ण,अनुग्रह,पूर्ण
986,परिश्रमीता,परिश्रमी,ता
987,समर्पणभाव,समर्पण,भाव
988,उत्सर्जनशीलता,उत्सर्जनशील,ता
989,प्रतिभाशालीपन,प्रतिभाशाली,पन
990,सुखदायकता,सुखदायक,ता
991,दृढनिश्चयिता,दृढनिश्चयी,ता
992,भावपूर्णता,भावपूर्ण,ता
993,उत्सवपूर्णता,उत्सवपूर्ण,ता
994,सहानुभूति,सहानुभू,ति
995,समन्वयशीलता,समन्वयशील,ता
996,विनीतता,विनीत,ता
997,जागरूकता,जागरूक,ता
998,उदात्तमत्व,उदात्तम,त्व
999,निर्माणशीलता,निर्माणशील,ता
1000,उत्कृष्टतामय,उत्कृष्टता,मय
